,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,metro_cost,metro_travel_time,metro_Comfort,metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2
4056,3,20,5,5,8,15,5,2,7,15,5,5
544,3,30,1,2,8,15,3,5,15,25,1,2
2356,15,20,3,10,8,15,1,2,7,15,5,2
3768,15,30,5,10,8,20,1,10,7,15,3,5
4701,3,30,3,10,5,15,1,5,20,25,1,10
3369,8,30,1,5,12,15,5,2,20,25,1,10
4602,15,20,1,2,12,15,1,5,15,25,5,2
4127,15,10,5,10,8,10,5,10,20,15,1,5
3321,15,20,1,10,12,10,1,2,15,10,3,2
1212,8,10,5,10,12,20,5,10,15,25,3,10
3562,15,30,3,5,8,20,5,2,15,25,3,5
3058,15,20,3,10,12,20,1,2,7,25,3,2
3866,15,20,1,5,5,10,1,5,20,25,1,10
691,8,20,5,10,8,20,5,5,7,15,1,2
223,15,10,3,10,12,10,1,5,15,15,1,5
1688,15,30,3,5,12,10,1,5,7,10,5,2
3615,15,30,3,2,8,15,1,2,20,10,3,2
3836,3,10,1,2,12,20,1,2,20,25,1,2
1554,3,10,3,5,5,20,5,10,20,10,1,5
2263,3,30,1,2,5,10,3,2,20,10,3,2
3607,3,30,1,10,8,15,5,10,7,10,3,2
617,15,20,5,10,12,15,5,2,15,15,3,2
2930,8,10,3,5,5,10,1,5,20,10,3,10
4341,8,20,3,10,12,10,1,10,15,15,3,5
2862,8,30,1,5,5,15,3,10,7,15,3,5
1365,8,10,1,10,5,15,1,5,20,25,1,2
1414,15,20,3,5,12,20,5,5,20,10,1,2
3371,3,30,3,10,12,20,3,10,15,25,5,10
151,8,30,3,2,8,10,1,10,15,10,3,5
624,8,10,1,2,5,20,1,2,20,15,3,10
4855,3,30,1,10,5,15,1,10,15,10,3,5
1396,3,30,3,2,12,15,5,2,20,25,5,5
2110,3,30,3,2,12,10,1,2,15,10,5,5
3915,8,30,3,5,5,20,1,5,7,15,1,2
3019,8,30,3,2,12,10,5,5,15,10,3,2
772,15,20,5,10,8,10,3,2,15,10,5,5
2997,15,20,1,5,8,10,5,10,15,10,5,10
1231,3,10,3,2,12,15,5,10,7,25,3,10
1545,8,20,3,10,12,20,3,10,7,15,1,5
1460,3,30,1,2,8,10,1,2,20,15,3,10
2418,15,20,3,5,5,20,3,2,15,10,1,10
3726,15,10,1,2,5,15,5,5,20,15,3,5
2657,8,20,5,2,12,20,5,10,7,25,5,2
4942,3,30,1,10,12,15,1,2,20,10,5,5
2584,15,30,3,10,8,20,5,2,15,25,3,2
4906,3,30,5,10,5,15,1,10,15,25,1,10
2204,15,10,3,2,12,15,1,5,20,10,3,5
2560,3,20,5,5,8,15,1,2,20,25,3,10
3991,15,30,1,2,5,20,5,2,15,25,5,2
990,8,30,5,2,12,10,5,5,20,25,5,5
2820,15,20,3,10,12,15,5,10,20,15,3,2
4281,8,20,5,5,8,15,3,2,15,15,1,10
819,15,30,5,2,8,10,3,5,20,10,1,2
1309,3,20,3,5,8,10,5,5,15,25,1,10
2131,15,30,1,2,5,10,5,10,20,10,1,5
231,8,20,1,2,12,15,1,2,20,10,5,10
1562,8,10,1,10,5,15,5,2,7,15,5,5
2246,3,20,3,5,8,20,3,10,7,25,1,5
2931,15,10,3,10,12,10,5,2,15,10,1,5
127,15,30,3,10,8,20,5,10,7,25,1,10
806,3,10,3,5,5,10,5,5,15,15,5,2
820,3,10,3,10,5,20,3,10,20,10,5,5
114,3,20,3,2,5,10,5,10,20,15,5,2
361,8,10,3,10,8,10,5,5,7,25,1,5
3924,15,20,3,2,5,10,3,5,7,10,5,10
2896,8,30,3,2,8,20,5,5,15,10,1,10
2544,8,10,3,5,12,10,3,10,15,25,3,2
367,3,30,5,10,8,15,5,2,7,15,5,5
1769,15,20,5,5,8,20,5,2,7,25,1,10
2846,3,30,3,10,8,10,5,5,15,15,3,5
2152,8,10,3,5,5,10,1,5,20,25,5,10
436,8,10,3,5,5,20,1,2,7,15,5,2
852,15,20,3,2,12,20,5,10,20,25,1,2
2442,15,10,3,2,5,10,3,2,20,15,5,2
258,8,20,5,10,5,10,1,2,20,15,3,2
1043,8,20,1,5,8,10,3,2,15,25,3,2
3882,8,20,1,5,5,20,1,2,7,15,3,10
420,3,30,5,2,12,15,5,10,15,25,5,10
393,3,10,5,5,5,15,1,5,15,15,1,10
1235,15,10,1,2,12,15,1,10,7,10,1,2
287,8,10,5,10,8,10,1,2,7,25,1,2
3480,3,30,5,2,12,20,3,2,15,15,5,5
415,3,20,3,2,12,15,5,5,15,15,5,10
2134,8,30,1,5,5,20,1,5,20,15,3,2
4020,15,20,1,5,5,10,1,10,15,25,3,2
620,15,20,1,5,5,15,5,5,15,25,1,5
4773,15,20,1,10,8,10,1,5,15,15,1,5
437,15,20,5,5,12,15,5,2,20,25,3,5
1644,8,30,5,5,8,20,5,2,7,25,5,5
4828,15,10,5,5,12,10,1,10,7,10,3,10
1257,8,10,5,10,8,10,5,5,15,15,1,2
3238,8,30,3,10,12,10,5,2,15,25,3,2
4997,8,10,1,5,12,20,5,5,15,10,5,5
4063,8,30,1,10,8,10,1,2,20,25,3,10
88,8,10,3,5,5,10,5,5,15,10,1,5
3581,3,30,1,5,5,10,3,10,15,15,1,2
3064,8,20,5,2,8,15,1,10,20,15,1,5
749,3,30,5,5,5,15,3,10,20,10,3,10
1336,15,20,3,10,5,15,1,2,20,10,1,10
2195,8,30,1,5,8,15,1,2,15,10,5,2
808,8,10,5,2,8,20,5,2,7,25,1,10
4490,15,30,1,10,8,15,1,5,20,15,1,10
2275,8,10,1,5,12,10,5,10,15,15,3,2
3444,15,20,3,5,8,10,1,10,7,15,5,2
4430,3,10,3,2,5,20,1,5,15,10,5,5
86,8,30,3,10,8,15,1,5,20,25,5,2
444,15,30,1,5,5,10,3,10,7,25,3,5
4300,8,20,1,2,8,10,5,5,20,15,5,10
1112,8,10,3,2,12,10,5,5,20,15,5,5
1124,8,20,5,2,8,10,5,5,20,15,5,5
2456,3,30,1,5,8,15,1,5,20,25,3,5
4935,8,20,5,10,5,20,3,5,15,15,5,10
4786,15,30,3,10,12,20,3,2,15,25,3,5
1817,15,30,5,2,5,15,3,10,7,10,3,10
4632,3,10,5,5,12,20,5,5,20,15,3,10
1933,8,10,5,2,5,10,3,2,7,25,5,5
3977,8,10,5,2,12,10,5,2,20,10,3,5
2917,15,30,5,2,12,20,5,5,15,10,5,2
4222,3,30,1,5,12,10,5,5,7,15,5,10
4524,3,10,1,2,5,10,3,5,20,15,3,2
2355,15,20,5,5,12,15,3,10,15,15,3,2
528,3,20,1,5,8,10,5,5,15,10,1,5
4565,8,10,3,2,5,10,1,10,20,15,3,10
2313,3,30,1,5,8,15,1,10,7,15,3,10
3849,8,30,5,5,12,15,3,2,20,10,1,2
2487,15,10,5,10,8,20,3,10,7,10,5,2
1059,15,30,3,5,5,15,1,10,15,15,3,10
2021,3,20,5,2,5,20,3,5,20,15,1,10
176,8,10,1,2,5,20,3,2,7,15,1,2
4558,8,20,1,5,12,10,3,5,20,25,3,2
3133,3,20,3,5,5,15,3,10,15,15,3,10
4314,8,20,3,5,12,15,3,10,7,15,3,5
2693,3,20,3,5,12,15,1,2,15,25,3,2
1038,15,20,5,5,8,20,1,2,15,15,5,2
3374,3,20,5,10,5,10,5,2,20,15,3,2
1848,3,10,1,5,5,20,1,10,7,10,3,10
2221,15,20,5,10,12,20,1,5,7,25,5,2
20,15,20,5,5,12,10,1,5,15,25,1,10
3340,3,10,1,2,12,10,3,2,15,15,1,5
1332,3,30,3,10,5,15,3,2,7,15,1,2
4736,8,20,1,5,12,20,3,10,20,15,5,5
1399,3,10,3,5,8,20,1,5,15,10,3,10
1352,3,10,1,5,12,10,1,5,15,25,5,2
4823,15,10,1,2,8,10,1,5,15,10,3,5
3307,15,10,5,5,5,20,5,2,20,25,3,2
992,3,20,5,10,12,15,5,2,20,25,3,5
4822,15,20,5,10,8,10,3,2,7,25,5,10
1039,15,30,1,2,8,15,3,10,20,10,3,10
3231,8,20,1,2,12,20,5,10,7,15,5,5
3477,15,10,1,10,8,20,1,10,20,15,1,2
4421,3,30,3,2,5,20,3,5,15,25,5,5
4761,15,30,3,5,12,10,5,2,15,25,1,2
4959,3,30,1,5,8,10,5,5,7,25,1,2
3838,3,20,3,5,12,10,5,2,15,10,3,2
4568,3,20,3,2,12,15,5,10,20,25,1,2
3275,8,30,3,5,8,10,5,10,15,25,5,5
4311,15,20,3,2,5,20,3,5,15,10,1,2
1759,3,30,5,2,5,20,5,2,20,25,5,2
4955,15,20,5,5,5,15,1,2,15,15,3,2
665,15,10,1,10,8,15,1,2,7,15,1,10
4181,15,10,3,5,8,15,3,5,15,25,5,5
4777,15,30,1,2,5,10,1,5,15,10,1,2
1432,15,10,5,10,5,20,3,5,15,10,3,5
2117,8,30,1,2,8,20,1,5,15,10,1,2
727,8,20,1,2,12,20,5,2,7,10,5,10
3829,8,10,1,2,12,10,1,10,20,15,1,10
2919,15,20,3,5,12,10,5,2,20,25,1,5
1045,3,10,1,10,8,15,5,5,20,25,5,5
615,15,30,3,2,8,15,1,10,20,25,3,10
4795,3,20,3,5,8,10,1,5,20,25,1,2
3887,15,20,5,2,5,10,3,5,20,10,3,10
1306,15,10,3,2,8,15,1,2,20,25,5,5
154,3,10,1,2,8,10,5,5,7,25,1,2
3488,15,20,5,5,12,20,5,10,15,25,1,5
446,8,30,5,2,12,20,3,2,20,10,5,10
1878,3,10,3,10,5,20,1,5,15,10,5,5
773,15,10,3,2,12,15,1,2,20,15,5,2
770,15,30,5,2,5,15,3,5,20,25,1,10
145,3,20,5,2,5,10,5,2,20,25,1,5
648,8,30,1,10,5,10,3,5,7,25,1,10
4355,8,10,1,5,12,15,5,2,7,15,1,10
2401,3,30,5,2,5,10,3,2,20,15,1,2
2102,8,20,5,5,8,20,1,10,7,10,3,2
3629,8,20,3,2,5,20,1,2,20,25,5,2
4707,8,20,3,10,8,10,3,10,15,10,1,5
4853,8,30,3,10,12,10,3,2,15,10,3,2
3837,15,20,3,5,12,15,3,2,15,10,1,5
2377,3,30,5,10,8,10,5,10,7,15,1,10
117,8,10,3,2,12,15,5,2,15,10,5,5
4527,8,10,3,5,8,20,5,2,20,10,5,2
3632,15,10,1,5,8,15,1,5,7,25,3,2
723,15,10,5,5,8,15,1,2,7,25,5,5
2270,8,10,3,5,5,10,5,10,7,15,1,2
631,8,30,1,2,8,15,1,5,15,10,5,10
3341,8,30,1,2,5,10,5,5,20,10,3,10
402,8,10,1,2,12,20,5,10,7,10,5,5
3697,15,20,1,5,5,10,3,10,7,10,3,5
4252,3,20,5,10,12,15,3,2,20,10,3,2
628,8,20,3,10,8,10,1,10,20,10,3,5
2641,8,30,1,5,8,15,3,2,15,25,3,2
1924,15,20,3,2,5,10,1,2,7,15,5,5
4044,8,20,3,5,8,10,3,10,7,15,1,2
1928,8,30,5,5,8,20,5,10,15,10,1,5
2906,3,10,5,5,12,15,3,5,15,15,5,5
1997,8,10,1,2,5,15,5,2,15,10,3,10
1704,3,30,1,10,8,10,5,2,20,25,3,10
4729,8,10,5,5,8,10,1,5,7,10,1,2
937,3,30,1,5,8,10,5,10,15,10,3,5
3485,3,20,5,10,8,20,3,5,15,10,1,10
1909,15,20,1,10,5,10,5,2,7,10,3,5
2899,15,10,5,2,8,20,3,10,15,10,1,5
4830,3,10,3,2,5,15,3,2,7,15,1,5
1667,15,20,1,5,5,20,3,2,7,10,3,2
443,8,20,1,2,12,10,3,10,15,25,3,2
3499,3,20,5,2,12,10,5,5,7,25,3,2
3392,15,20,1,2,12,20,5,10,20,25,3,10
2095,15,10,1,5,5,15,1,2,20,10,3,2
4748,3,30,3,2,5,15,1,2,15,10,5,10
35,15,30,1,10,8,20,3,10,20,25,1,10
2663,3,10,1,10,8,15,1,2,7,15,5,10
336,3,20,1,10,12,20,3,5,20,15,3,2
4655,15,30,1,2,5,15,5,2,7,15,5,5
517,15,10,1,2,8,10,3,2,20,10,5,5
502,3,20,5,5,8,15,1,10,15,15,5,5
4484,15,20,5,10,12,20,1,2,20,10,1,10
4433,15,30,1,2,5,15,5,2,15,10,1,5
4148,3,10,5,5,8,15,3,10,20,15,1,5
175,3,20,3,5,12,15,3,5,20,10,1,2
3874,3,10,3,10,5,15,3,2,15,10,1,2
3931,3,20,3,10,12,20,1,2,7,25,5,5
523,3,20,5,5,5,15,5,2,7,25,5,5
2713,8,10,5,2,8,15,5,5,7,15,5,5
289,15,10,5,2,8,15,3,5,20,25,3,2
4292,8,30,5,2,5,20,3,5,15,25,5,2
1677,15,30,5,5,5,10,5,2,20,10,5,10
3579,15,10,1,5,5,20,1,10,20,10,3,5
4232,15,10,5,10,8,20,1,10,20,25,5,10
3487,3,30,3,10,12,10,3,5,20,10,1,2
3301,3,20,1,2,5,20,1,2,7,25,5,2
2133,3,30,3,2,12,10,5,10,7,25,3,2
2868,3,10,1,5,8,15,5,5,7,10,3,5
84,8,30,3,10,12,15,1,5,7,25,5,5
3039,15,30,3,2,8,20,3,2,20,15,5,10
1806,15,20,3,5,8,15,5,2,15,25,5,10
4802,8,20,5,2,5,20,3,10,15,15,5,5
3150,3,20,3,5,5,10,3,2,7,25,1,10
4688,3,30,1,5,12,10,3,5,20,15,5,5
4593,15,20,5,10,12,20,5,10,20,25,5,10
2590,3,10,5,5,5,20,5,5,15,25,1,2
4197,15,30,5,5,5,20,1,5,15,10,1,10
4676,8,20,1,10,8,15,3,5,20,25,1,5
2505,8,10,3,2,8,20,5,5,15,25,1,10
3795,8,20,5,2,8,10,3,5,15,15,3,10
4936,3,10,1,2,12,20,3,10,15,10,5,5
4877,3,10,1,10,8,10,5,5,20,10,1,2
3403,3,30,5,2,8,20,1,10,20,15,3,2
781,15,20,5,2,12,20,5,5,7,25,3,2
3268,15,10,3,5,5,15,3,2,15,10,1,5
1887,8,30,3,10,8,15,1,10,7,10,1,5
3475,3,10,1,2,12,10,5,5,7,25,5,5
1681,15,20,1,5,8,20,3,5,20,10,5,10
3445,15,10,1,10,12,10,3,10,15,10,5,2
2127,3,30,5,2,5,20,5,5,7,25,1,5
2724,15,20,5,10,5,15,5,5,7,15,1,10
75,15,30,3,2,5,10,1,5,20,10,1,2
1641,8,10,1,10,8,15,1,2,15,10,5,2
1803,8,20,1,2,8,15,1,5,20,10,5,10
2350,3,10,3,2,12,20,5,10,7,15,5,5
2088,3,10,3,5,5,10,5,2,15,25,3,2
4825,3,30,1,2,8,15,3,10,20,15,3,5
3325,8,30,1,10,5,15,1,2,20,25,3,5
4712,15,20,3,10,8,10,3,5,15,15,5,10
2765,3,10,5,10,12,10,1,10,20,15,5,10
227,8,30,1,10,12,15,1,2,7,15,1,10
2831,8,10,1,10,8,20,5,2,20,15,1,2
3570,8,30,5,10,12,20,1,5,20,15,1,2
3085,15,10,3,2,5,20,5,10,15,10,5,2
3894,3,10,5,2,8,10,1,5,20,10,1,2
1105,8,30,1,10,8,15,5,5,7,10,5,2
4502,15,30,5,5,8,10,1,2,7,10,3,2
1691,15,10,3,2,8,10,5,2,20,25,1,2
125,8,20,3,5,8,10,3,2,20,15,5,10
4672,8,20,5,5,12,20,1,2,7,25,3,10
4269,8,10,5,2,5,20,1,10,7,15,1,10
569,8,20,5,2,8,15,5,10,15,10,3,2
2978,3,30,3,10,12,15,5,2,20,15,3,2
2184,3,20,5,2,5,20,1,10,7,15,5,5
3014,8,20,5,2,12,20,5,10,15,25,1,2
3575,15,20,3,5,12,20,1,5,7,25,1,5
212,8,10,5,2,12,20,1,2,15,15,1,2
1234,15,10,1,2,8,20,1,10,15,15,5,10
4117,8,20,1,2,5,10,5,2,20,10,1,5
3225,15,10,5,10,12,15,5,10,15,10,1,2
4282,15,30,5,10,12,20,3,10,20,25,1,2
471,15,30,1,10,12,10,5,5,15,10,3,10
3295,3,10,3,2,12,15,1,5,15,15,5,10
491,15,30,1,5,5,20,5,10,15,25,3,10
832,3,10,3,10,12,20,1,2,15,25,5,2
1675,15,10,5,10,12,15,3,2,20,25,3,10
3835,15,10,1,2,5,10,3,2,7,25,1,10
3030,15,10,3,2,12,15,5,2,20,15,3,10
3918,15,20,1,10,8,20,1,10,7,25,3,2
817,8,20,1,10,12,20,1,10,15,25,1,5
3969,3,20,5,5,5,10,3,5,7,15,1,5
4273,3,30,1,5,12,10,1,5,7,10,5,5
3380,3,30,1,2,12,15,5,5,20,10,3,2
4745,3,10,3,2,12,10,5,2,20,10,3,5
775,3,30,1,2,8,15,5,5,15,15,1,10
511,15,20,5,2,5,15,3,5,20,25,3,5
4656,15,30,3,10,8,10,5,10,15,10,5,5
2057,15,20,5,2,12,15,3,5,15,15,5,2
1705,8,20,1,5,12,20,1,5,20,15,3,5
4272,8,20,5,10,8,20,1,2,15,15,3,10
2811,3,20,3,2,5,10,3,2,15,10,5,10
4448,8,10,1,10,5,20,1,2,20,10,1,5
2141,8,20,5,5,8,10,5,2,20,10,3,10
4278,8,20,5,5,12,20,5,10,20,25,5,10
2828,8,30,5,5,5,10,1,2,20,15,3,2
3946,15,30,3,2,12,15,1,2,20,15,1,5
2107,15,20,3,5,8,10,5,10,15,10,3,10
1560,3,20,1,10,8,15,5,2,20,15,5,10
255,3,10,5,2,5,10,3,5,20,10,5,2
39,3,10,5,2,5,15,1,10,15,25,5,10
1543,3,20,1,5,5,20,3,5,20,25,1,5
76,15,30,1,5,5,20,3,5,20,15,1,5
1748,8,10,5,10,8,20,1,2,7,25,5,10
562,3,30,1,5,12,20,5,5,20,25,5,5
4168,8,30,1,5,5,10,3,5,15,15,3,10
1692,8,10,1,2,12,10,1,5,20,10,1,2
3634,3,20,5,2,8,15,1,2,20,15,1,5
307,15,30,1,10,8,15,1,10,15,10,5,2
938,8,20,5,5,12,10,1,2,15,15,3,10
4058,8,30,5,10,5,15,3,2,20,15,3,5
4718,8,10,1,10,5,20,3,2,20,25,5,10
1832,8,10,5,5,12,10,1,10,20,10,1,2
1822,3,30,5,10,8,10,1,2,7,25,5,10
709,15,20,1,5,8,20,1,2,7,10,1,2
4231,3,20,5,2,8,15,1,10,7,25,5,10
1938,15,30,5,2,5,20,5,10,20,10,5,5
4235,15,10,1,2,8,10,1,10,15,15,1,5
4639,8,20,3,2,12,20,5,5,15,10,3,5
2690,8,30,3,10,5,15,5,2,20,25,1,2
3740,15,20,5,5,8,15,3,5,7,15,3,10
545,15,20,5,10,12,10,5,5,15,25,1,5
3138,15,20,3,2,8,20,5,2,15,15,1,5
4412,15,30,5,10,8,10,1,2,20,25,5,2
388,8,30,5,5,12,20,1,5,15,15,3,5
2671,3,30,3,5,12,20,3,2,7,15,1,2
1145,8,10,1,5,8,20,1,5,7,15,3,5
2766,8,10,3,5,12,20,1,2,20,10,5,5
2463,15,20,3,2,8,20,5,10,15,15,1,10
3807,3,30,3,5,5,15,3,2,20,15,3,2
2550,8,20,5,5,5,10,5,5,15,10,3,2
909,15,30,3,5,5,10,5,10,20,15,1,10
3703,8,30,5,10,8,10,1,2,20,15,5,2
3734,15,30,1,2,8,20,5,2,20,25,3,5
2224,8,10,5,2,12,15,5,5,20,25,3,10
693,15,10,1,5,8,20,3,5,20,10,3,10
1845,8,30,5,5,8,20,5,2,15,15,5,10
703,3,30,1,10,12,20,5,5,20,10,1,2
3171,8,20,3,10,12,10,3,5,7,15,5,2
3879,8,30,5,2,12,20,1,2,15,15,1,2
2810,3,10,3,5,8,15,3,2,20,10,5,10
4319,15,20,5,10,5,15,5,2,20,25,5,5
3269,15,20,1,2,12,10,1,10,15,25,3,10
2994,8,20,5,5,8,10,5,10,15,15,1,10
3789,3,20,5,10,12,15,5,5,7,10,3,5
4603,8,30,5,10,12,15,3,2,15,15,1,10
4434,3,30,5,5,5,10,5,10,20,25,1,10
1703,8,20,3,5,8,20,5,2,15,15,3,10
993,3,20,3,10,12,10,3,2,20,25,5,2
1001,8,10,1,10,5,20,3,5,15,15,5,2
4536,15,20,1,10,8,10,5,2,15,10,3,10
4640,8,30,3,2,5,15,3,10,20,10,5,5
3989,8,30,5,2,8,20,5,10,7,10,5,10
3899,3,20,1,5,5,20,5,2,15,10,1,2
1180,15,30,1,10,12,15,5,2,20,25,1,2
4120,15,20,5,10,5,15,1,5,20,10,1,5
3985,3,30,3,2,12,20,3,5,15,15,3,5
4113,8,10,3,2,5,10,5,10,20,25,1,2
3751,8,30,5,10,5,10,1,2,7,15,1,5
314,3,10,5,2,5,20,1,2,15,25,5,2
3121,3,30,3,5,12,15,1,2,7,10,1,5
323,8,30,3,2,5,10,1,2,15,25,3,10
2437,15,10,1,10,8,20,3,10,15,10,3,2
1531,3,30,5,2,8,15,1,2,20,25,3,5
3698,8,30,1,5,12,20,3,2,20,10,5,5
2462,15,20,5,2,5,15,5,5,20,10,1,2
1021,3,10,5,5,5,10,3,2,15,25,5,2
928,3,30,5,10,12,20,3,5,7,25,1,10
3091,3,10,1,5,12,10,1,2,20,25,5,10
2099,15,10,3,5,5,20,1,5,20,25,5,5
3655,15,30,1,5,8,20,1,5,20,25,1,5
1236,8,20,1,2,8,10,5,2,15,15,5,5
0,15,30,3,2,8,10,5,2,15,15,5,2
3303,8,10,1,5,5,15,1,2,20,10,3,2
2200,8,30,3,2,8,10,1,2,20,10,5,10
1300,3,30,3,10,5,15,5,2,7,15,5,2
1638,8,10,1,10,8,15,3,10,7,15,3,10
2642,3,30,5,10,12,20,5,10,15,25,3,5
2975,3,10,5,10,5,20,5,10,15,25,5,2
2530,3,10,5,10,8,20,3,10,7,10,1,2
1363,3,30,5,10,8,20,3,10,15,10,5,2
4987,3,20,5,2,12,10,5,2,20,25,5,5
144,15,20,3,5,5,15,3,2,7,15,1,5
921,3,30,5,5,8,10,3,5,20,25,3,10
1442,15,30,1,10,5,20,1,5,20,10,3,5
3970,8,20,5,5,12,10,3,5,7,15,5,5
3545,3,10,5,10,8,10,3,2,20,10,1,2
4284,3,20,1,2,12,15,3,10,7,10,5,10
4249,15,20,1,2,12,15,5,5,7,15,1,5
1513,8,20,5,10,8,15,3,10,20,25,1,10
4011,3,10,1,2,5,15,3,10,7,25,3,2
2325,3,20,3,10,8,20,5,5,7,25,1,5
4315,15,20,5,2,5,20,5,10,15,15,1,10
303,15,30,3,10,12,10,1,5,7,25,3,10
358,15,20,1,5,12,10,5,2,7,15,3,10
536,15,10,5,2,12,20,5,10,15,25,3,10
3233,8,10,5,2,8,20,1,10,20,10,1,5
2039,8,10,5,5,8,20,3,2,7,25,1,5
3251,15,10,3,10,5,10,1,5,20,25,3,2
752,3,30,5,2,8,20,5,5,7,25,3,10
365,15,20,3,2,8,10,1,5,15,25,5,10
221,15,10,1,5,12,15,5,5,15,10,3,5
1281,3,30,5,5,8,10,1,2,20,25,3,10
1561,15,20,5,10,5,15,1,10,20,15,5,10
4522,3,30,5,2,8,15,1,2,7,10,5,2
1507,15,30,1,10,8,15,3,10,15,15,1,5
1020,15,20,5,10,12,15,1,5,20,10,1,5
3642,3,10,3,10,12,15,3,5,20,25,3,5
853,15,30,1,10,5,15,5,5,7,15,5,10
4241,15,30,3,2,5,10,1,5,15,25,3,2
3707,8,30,3,10,5,10,1,2,15,10,5,5
261,3,20,1,2,5,20,5,5,7,15,5,5
4007,8,20,1,5,8,15,3,10,15,15,3,10
4513,8,10,5,10,8,20,3,10,15,15,5,5
1230,8,10,1,5,5,10,5,2,20,10,1,2
3040,8,20,5,2,12,15,1,10,20,15,3,10
731,8,30,1,2,5,20,3,5,15,15,3,5
4121,8,10,5,5,8,20,3,2,7,10,1,10
516,15,10,1,5,12,15,3,5,20,15,5,5
2090,3,10,3,10,12,10,5,2,20,25,3,10
3668,15,30,1,10,5,20,5,2,15,10,5,5
480,15,10,5,5,8,20,5,2,20,10,3,5
3184,8,10,1,10,8,10,5,5,20,25,5,2
2069,8,20,3,2,8,10,3,2,15,10,5,5
2050,8,10,1,10,12,10,3,10,20,15,1,5
3144,8,30,3,5,12,15,3,10,15,25,5,2
3132,8,20,5,10,8,10,3,10,7,15,3,10
2650,8,10,3,5,8,20,1,10,20,10,3,2
3304,8,30,1,5,12,10,5,2,15,15,3,10
4929,3,20,5,10,12,15,5,10,7,10,5,10
2884,3,30,5,10,8,20,5,5,15,10,1,5
1771,15,30,3,2,8,15,3,5,20,10,3,5
2688,8,10,5,10,5,15,1,2,7,10,5,10
4216,3,10,3,5,12,20,1,10,15,25,3,5
748,3,30,1,10,12,15,3,2,15,25,1,10
3385,15,30,5,5,8,10,3,10,7,10,1,5
265,3,20,1,2,8,10,5,2,7,25,5,2
4346,15,10,1,2,8,15,3,2,20,15,3,5
3512,15,10,5,2,12,15,1,10,7,25,1,10
1929,3,20,5,5,8,10,1,2,20,10,5,10
2918,8,10,5,10,5,10,3,2,7,15,3,10
4134,15,30,3,2,8,15,3,5,7,25,3,2
2009,3,30,5,10,5,20,3,10,15,25,3,10
4752,3,20,1,10,12,10,3,10,15,10,5,5
3502,3,30,1,5,12,20,3,5,15,25,5,5
4225,15,30,5,5,12,15,5,10,7,10,5,10
565,15,30,3,10,8,20,3,5,7,10,3,10
1279,15,20,3,5,8,15,1,10,15,10,1,5
4543,8,30,1,2,12,15,5,5,7,25,3,10
1527,8,10,3,5,5,10,5,10,20,10,1,5
1050,15,20,1,2,5,10,1,5,15,25,5,10
4209,3,10,1,5,12,20,1,2,15,15,1,5
2049,8,20,5,10,5,20,3,10,15,10,1,10
1858,8,10,3,5,8,10,3,5,7,15,1,10
679,8,30,5,5,12,15,1,5,15,15,1,10
1393,8,30,1,5,5,10,3,5,15,25,1,2
1034,15,20,3,10,12,15,1,10,20,15,3,10
1441,3,30,1,5,5,20,3,10,7,15,3,10
3284,3,30,1,5,12,15,5,5,15,10,5,10
1558,3,10,1,10,12,20,1,10,7,10,3,2
3098,15,20,3,2,5,15,3,10,7,10,3,5
2262,15,10,3,10,12,20,3,10,20,10,5,2
4608,15,10,5,5,5,20,5,2,15,15,5,5
1854,3,30,1,5,8,20,3,2,7,15,1,10
1085,3,30,3,10,5,10,3,10,7,10,1,2
1894,15,30,5,10,8,10,5,10,20,10,5,10
3638,8,10,1,5,8,15,1,10,7,25,3,10
964,15,20,1,5,12,20,3,2,15,25,5,5
1358,15,10,1,5,12,10,5,5,20,10,5,2
535,8,10,3,5,12,15,1,10,20,10,5,10
980,15,10,3,2,5,20,5,5,15,10,3,10
1403,15,10,5,2,12,20,5,10,7,10,1,10
2164,8,30,1,10,8,15,1,2,20,10,1,10
2515,3,30,1,10,5,15,3,10,15,10,1,10
2722,3,10,3,10,12,15,1,5,20,25,5,5
1883,8,30,3,2,5,10,5,10,20,15,1,10
4369,3,10,5,2,5,10,5,10,20,10,5,5
1687,15,30,5,5,8,15,3,2,20,15,3,5
1710,3,30,1,2,12,15,5,2,20,10,1,5
3832,15,20,5,5,8,10,5,2,7,15,1,10
721,15,10,3,5,12,20,1,10,15,10,3,10
66,15,20,5,5,8,15,5,5,20,10,1,2
3671,8,30,5,2,8,10,3,2,7,10,1,2
2776,15,30,5,10,12,10,5,2,7,15,5,2
2609,3,20,5,2,12,20,5,5,7,15,3,2
2616,15,10,1,10,5,15,1,5,20,10,3,5
2845,8,30,5,2,12,10,5,5,20,15,1,2
1487,15,10,3,10,12,15,5,5,20,25,5,2
4102,8,20,3,10,8,10,1,10,20,15,1,5
1829,15,10,1,5,5,20,5,5,20,10,3,5
1435,8,10,1,5,8,15,5,5,15,10,3,5
225,8,10,3,5,12,20,5,10,7,25,1,2
2223,8,30,5,10,5,10,1,2,15,10,5,10
840,3,20,3,2,5,20,5,2,15,15,5,5
2833,15,20,1,5,12,10,3,10,7,10,3,5
578,3,10,1,2,5,15,1,10,7,15,5,5
4279,3,10,3,5,5,10,1,5,15,10,5,5
