,CS,Bus_cost,Bus_travel_time,Bus_Comfort,Bus_CO2,Metro_cost,Metro_travel_time,Metro_Comfort,Metro_CO2,RH_cost,RH_travel_time,RH_Comfort,RH_CO2,Plane_cost,Plane_travel_time,Plane_Comfort,Plane_CO2
4701,4702,8,30,5,5,8,20,5,10,15,25,3,2,15,20,5,5
2738,2739,8,20,5,2,5,10,3,10,15,25,5,10,15,10,3,5
7404,7405,15,10,5,5,8,10,1,5,15,25,5,2,20,10,5,5
58,59,15,30,1,2,8,10,5,5,7,15,1,5,7,30,5,5
7564,7565,3,30,3,5,8,15,5,2,15,25,5,5,20,10,5,10
2256,2257,8,20,5,2,12,10,1,2,15,10,3,5,15,20,5,10
2606,2607,15,30,3,10,8,10,3,5,20,15,1,2,15,20,5,10
2591,2592,3,20,1,10,8,10,1,5,15,15,5,10,20,30,3,10
3639,3640,3,30,3,2,12,15,1,2,20,10,5,2,20,10,3,10
6703,6704,8,30,3,10,8,20,3,2,7,10,5,5,7,20,3,2
2196,2197,15,20,3,5,5,15,1,5,7,15,3,5,15,30,5,2
4584,4585,8,20,5,5,8,20,5,5,15,15,3,10,7,30,5,10
4310,4311,3,10,1,2,5,10,1,10,20,10,1,10,7,20,3,2
3138,3139,8,30,1,10,8,15,1,2,20,25,5,10,7,20,3,5
6558,6559,15,20,5,5,8,10,1,10,20,25,3,2,15,10,5,2
5850,5851,15,30,5,2,8,10,5,10,15,10,1,10,7,10,5,5
306,307,3,30,1,2,5,15,1,5,20,10,3,5,7,30,5,10
331,332,15,20,1,2,5,10,5,5,15,10,5,5,15,20,3,2
84,85,15,20,5,10,8,15,5,10,7,10,3,10,20,30,1,10
7592,7593,3,20,3,10,8,10,1,2,7,25,5,5,7,20,3,2
7375,7376,3,10,3,2,12,20,1,10,7,15,3,5,20,20,5,10
7687,7688,3,30,1,5,5,10,3,2,7,15,1,5,7,20,3,2
2731,2732,15,10,3,2,5,15,3,10,20,25,3,2,15,30,1,5
4440,4441,15,30,5,5,8,15,5,2,20,25,3,2,7,20,1,10
6167,6168,15,20,3,2,12,20,1,5,15,10,1,10,15,10,5,10
1479,1480,8,30,3,2,8,20,1,10,20,15,3,5,7,20,3,10
4017,4018,8,20,5,5,8,20,5,10,20,15,3,10,20,10,1,5
5129,5130,15,20,3,10,8,15,1,5,15,10,3,2,15,20,3,5
1657,1658,15,30,5,2,5,20,3,5,7,15,5,2,7,20,3,10
1428,1429,8,10,1,5,8,10,5,2,20,15,5,2,20,20,3,2
274,275,8,20,1,2,8,10,5,2,15,10,3,2,15,10,1,10
4184,4185,15,20,1,2,5,10,1,10,15,25,1,5,7,20,1,5
3901,3902,8,10,1,10,5,15,5,10,20,10,1,2,20,10,1,2
980,981,3,10,5,5,5,15,3,10,7,10,3,5,15,10,5,5
3585,3586,3,10,1,10,8,15,1,2,7,25,3,5,7,20,1,10
1620,1621,8,10,1,10,5,15,5,5,7,25,3,5,7,20,5,5
5753,5754,8,30,5,5,12,10,3,10,7,15,3,10,20,20,5,2
6216,6217,8,10,1,2,12,15,1,5,15,10,3,5,20,20,3,2
5904,5905,3,30,5,10,8,20,3,10,15,25,5,10,15,10,1,10
4266,4267,8,10,5,2,5,20,3,2,20,10,3,5,15,10,5,2
5325,5326,8,20,5,2,12,20,5,2,7,10,3,2,15,20,1,5
5991,5992,3,30,1,5,12,10,5,2,7,15,5,10,7,10,1,2
5142,5143,3,30,3,5,5,10,3,2,20,25,1,10,20,10,5,10
1440,1441,3,30,5,2,8,15,1,2,20,25,3,10,20,20,3,5
7512,7513,15,30,3,5,8,10,1,5,15,25,1,2,15,10,5,5
2863,2864,15,30,1,2,5,20,5,2,15,25,5,2,15,30,3,5
2017,2018,15,30,3,10,12,15,1,2,20,10,5,2,20,30,3,5
5532,5533,3,30,1,10,5,15,1,10,20,25,1,10,7,20,1,5
5737,5738,8,30,1,10,12,15,1,10,7,15,5,10,20,20,3,2
2166,2167,8,30,3,10,8,15,3,5,20,15,3,10,20,10,1,5
7500,7501,3,10,5,5,12,10,3,2,20,10,5,2,7,30,5,2
3188,3189,3,20,1,2,12,10,1,5,7,10,1,10,20,10,5,5
5837,5838,3,10,3,2,5,20,3,10,15,25,3,10,20,30,1,2
1095,1096,3,10,3,2,5,10,3,10,20,15,5,10,7,30,5,5
4484,4485,3,20,3,2,12,10,1,5,20,25,3,2,7,30,5,2
5922,5923,8,10,5,5,12,15,1,10,15,10,1,2,15,10,3,5
3727,3728,15,10,1,2,12,10,1,10,7,25,3,10,20,30,5,10
3773,3774,8,10,5,5,12,10,3,10,7,15,5,5,20,10,5,2
7343,7344,8,10,5,5,8,20,3,10,7,25,3,5,20,20,1,10
2170,2171,8,30,5,2,5,20,5,10,15,25,1,10,20,10,1,5
3246,3247,8,30,1,2,8,10,1,2,20,10,1,10,20,20,1,5
7242,7243,15,30,5,10,12,20,5,10,7,25,3,5,20,10,1,10
30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,2299,15,10,1,10,12,20,1,5,7,25,5,10,20,10,5,10
669,670,3,30,5,5,5,10,5,2,15,15,5,5,15,20,5,5
4656,4657,8,20,1,10,5,15,1,5,7,15,1,2,15,20,1,10
4451,4452,15,10,5,5,8,20,5,10,20,25,3,10,20,10,5,2
6560,6561,8,30,1,5,5,15,3,2,20,15,1,2,7,30,3,10
1343,1344,15,30,3,5,12,10,5,10,7,15,1,10,7,30,3,2
1104,1105,15,10,3,10,5,15,1,2,20,10,5,10,15,10,3,2
5480,5481,15,10,3,5,8,15,1,2,15,15,1,2,20,10,1,5
1215,1216,8,30,1,10,12,15,1,2,15,25,3,2,15,10,3,10
2382,2383,15,20,1,2,12,20,3,2,15,10,5,2,7,20,5,5
7040,7041,8,20,5,10,8,10,1,2,20,15,1,2,7,10,3,2
4917,4918,15,20,5,2,5,20,1,5,20,15,5,10,20,20,1,10
7642,7643,3,10,1,5,8,15,1,2,15,10,3,2,20,10,1,2
4814,4815,3,30,3,10,5,20,5,5,15,15,3,5,20,20,1,2
3098,3099,3,20,5,10,5,20,1,10,7,15,1,5,7,10,1,10
875,876,8,10,3,10,12,15,3,10,15,15,3,10,20,30,5,5
1619,1620,3,20,5,10,8,15,3,10,7,25,1,10,15,20,3,5
1768,1769,8,30,1,5,8,10,1,5,7,10,3,5,20,10,5,10
6481,6482,8,30,3,10,5,15,5,5,15,25,5,5,15,10,1,2
1585,1586,15,10,1,5,8,10,3,5,7,10,3,10,20,10,5,5
2928,2929,3,10,5,2,12,15,1,2,20,10,3,2,20,10,1,5
6542,6543,15,10,1,5,12,20,3,2,15,25,1,10,20,10,3,5
4439,4440,15,10,1,2,5,15,1,5,20,25,1,5,20,20,1,10
3495,3496,8,30,1,5,12,20,1,10,15,15,1,10,20,10,5,2
2260,2261,3,10,5,2,8,20,1,5,20,10,5,5,15,20,1,5
3638,3639,8,30,1,5,5,10,5,2,15,15,3,5,15,30,1,2
2237,2238,15,10,3,10,12,20,5,2,7,10,3,5,15,20,1,10
1847,1848,3,10,5,2,5,10,5,5,15,10,5,10,15,30,1,10
3054,3055,8,30,1,5,12,15,3,2,7,10,3,5,20,10,1,5
6879,6880,15,20,3,10,5,10,1,5,15,10,3,10,20,10,1,2
1888,1889,8,10,5,5,8,15,3,2,20,15,1,10,20,10,1,10
4890,4891,3,30,3,2,8,10,1,10,7,15,3,2,7,10,3,5
4574,4575,8,30,1,5,5,20,5,5,15,25,1,5,15,10,1,2
2136,2137,3,30,5,5,8,20,1,2,15,25,5,5,20,10,5,5
6801,6802,15,30,3,2,12,20,1,2,20,15,5,5,20,30,5,5
3042,3043,15,20,1,2,8,10,1,10,7,25,3,10,15,30,1,10
2522,2523,8,30,3,5,5,10,5,2,7,15,5,10,15,20,1,2
2668,2669,3,30,3,10,5,20,1,10,7,15,5,10,7,20,1,5
5800,5801,3,30,3,2,8,20,5,10,15,15,5,2,20,20,5,10
6355,6356,8,20,1,10,5,10,3,2,20,25,5,10,7,30,1,5
4526,4527,3,30,1,10,12,20,5,2,20,25,1,10,20,10,5,2
6914,6915,8,20,5,2,12,15,5,5,20,10,5,2,15,20,5,10
1630,1631,3,20,1,5,12,20,1,5,15,10,1,10,20,10,3,5
2784,2785,15,20,1,5,8,10,1,10,7,10,1,5,15,10,1,5
783,784,15,20,1,10,12,15,1,2,15,10,5,2,15,10,5,5
5368,5369,15,20,1,10,12,20,3,10,15,10,1,10,7,20,5,2
7390,7391,15,10,1,5,8,10,3,5,20,25,3,2,20,20,5,5
2789,2790,8,30,1,5,8,10,1,5,7,15,1,2,20,20,3,2
4354,4355,3,10,3,2,5,20,3,10,7,15,5,10,15,20,5,2
178,179,15,20,5,10,8,20,5,5,15,10,1,2,15,30,5,2
1571,1572,8,10,5,10,8,20,5,2,20,10,3,10,15,20,3,5
3183,3184,3,10,3,5,5,10,3,2,20,15,5,2,15,20,3,10
4350,4351,8,20,5,5,12,15,5,2,15,15,3,2,7,30,1,10
2284,2285,8,30,3,2,8,10,5,2,20,15,5,10,7,20,1,5
2627,2628,8,30,5,5,8,10,5,5,15,15,5,5,15,10,1,5
3022,3023,3,30,1,5,8,15,5,5,7,10,1,2,15,10,1,2
4414,4415,3,30,1,10,12,15,5,10,7,15,1,2,7,10,5,5
3289,3290,8,10,3,2,12,15,3,2,20,25,5,10,7,30,3,5
5842,5843,3,10,5,10,8,15,1,10,7,15,1,10,7,20,5,5
3649,3650,15,20,3,2,12,10,5,10,15,10,3,2,20,10,5,10
6615,6616,15,30,1,10,12,20,3,10,15,10,3,2,15,20,3,10
3999,4000,3,10,1,2,8,15,3,2,7,25,3,2,20,10,5,10
4592,4593,15,30,5,5,5,15,1,5,20,15,1,5,7,30,1,5
6943,6944,3,20,5,10,12,10,3,2,20,15,5,2,20,30,1,5
7421,7422,8,10,5,5,8,10,3,2,7,10,5,2,15,10,1,2
7447,7448,3,20,5,10,5,10,3,2,20,10,5,2,15,30,3,2
7210,7211,15,20,5,10,5,20,5,10,15,15,1,2,7,10,1,2
3560,3561,8,10,1,2,5,20,5,10,20,15,3,5,20,20,3,10
3763,3764,15,10,1,5,5,15,3,5,20,15,3,2,7,20,1,5
494,495,15,20,3,2,12,15,5,10,7,15,1,2,20,20,5,5
1176,1177,15,10,3,2,12,20,5,2,15,15,1,10,7,30,5,5
4335,4336,15,10,5,10,12,15,3,5,7,10,1,2,7,20,1,10
6780,6781,8,10,5,5,8,10,1,5,7,15,3,10,15,10,3,2
3312,3313,15,10,1,10,12,10,3,5,20,15,1,10,15,20,5,5
441,442,8,30,3,2,12,20,3,5,15,15,5,5,15,20,3,2
603,604,8,20,3,10,5,10,1,10,15,15,3,2,7,20,3,5
5168,5169,15,30,5,5,8,10,5,5,7,25,5,5,15,30,3,5
2325,2326,8,20,3,5,8,15,1,10,15,25,1,10,20,20,1,10
6478,6479,15,10,1,10,5,20,1,2,20,15,5,5,7,30,5,10
3406,3407,3,10,3,5,5,20,3,10,20,25,3,10,15,30,3,10
4504,4505,15,20,5,2,8,20,3,10,15,15,3,10,20,20,1,5
1157,1158,15,10,3,2,12,20,1,2,20,15,5,2,20,10,1,5
6557,6558,15,10,3,5,8,10,1,2,7,25,5,2,20,10,3,2
3408,3409,15,10,5,5,12,20,3,5,7,10,5,2,7,10,1,2
2388,2389,8,10,5,10,5,15,5,2,20,25,3,2,20,20,1,5
610,611,8,30,3,2,8,15,3,5,7,10,5,10,15,10,3,10
7275,7276,15,30,1,10,12,10,5,2,20,25,1,5,20,10,1,5
195,196,15,30,1,2,12,15,1,2,15,25,3,5,20,20,1,5
7083,7084,15,20,3,5,5,10,5,5,20,25,5,10,15,30,3,10
2917,2918,15,20,3,10,8,15,5,2,20,25,3,2,20,20,3,2
5196,5197,8,10,1,5,5,15,3,2,7,25,1,2,7,20,1,2
5461,5462,3,10,1,2,8,10,3,5,7,25,1,2,20,30,1,2
2079,2080,15,20,3,10,5,20,1,10,20,15,3,2,7,30,1,2
1448,1449,15,30,5,10,8,15,1,2,20,10,1,2,20,30,5,5
6388,6389,3,30,1,10,5,10,5,2,15,15,5,2,7,30,1,2
4831,4832,8,20,5,10,5,10,5,5,15,25,1,5,7,10,3,2
5508,5509,8,20,3,5,5,20,5,2,20,25,1,2,7,10,5,5
88,89,15,20,3,5,8,20,5,2,20,10,3,5,7,30,3,2
2506,2507,8,10,1,2,8,20,1,5,7,25,5,5,15,30,5,10
4531,4532,3,10,1,10,12,20,3,5,7,15,3,10,7,10,5,2
6099,6100,3,30,1,10,12,10,1,10,7,25,1,10,7,10,5,10
1744,1745,8,10,1,5,5,20,1,5,15,15,5,2,15,10,5,5
607,608,15,10,5,5,12,15,5,2,7,10,3,10,20,10,5,10
3395,3396,15,30,5,2,5,10,3,5,20,15,3,10,20,10,1,2
2050,2051,8,20,5,5,5,10,5,5,15,15,5,2,20,10,1,5
6377,6378,3,30,1,2,5,20,3,5,20,25,1,5,20,30,3,5
4809,4810,15,20,5,5,12,15,5,10,7,25,5,10,15,20,3,2
4837,4838,8,30,3,2,5,20,5,2,15,25,1,10,7,20,3,10
1743,1744,15,10,3,2,5,10,1,2,20,10,5,2,15,20,5,2
4953,4954,15,10,5,2,8,15,5,5,20,10,5,2,15,20,1,5
7338,7339,15,10,3,10,5,10,5,5,7,15,1,10,7,20,1,5
6776,6777,8,20,5,10,5,20,1,2,20,25,1,10,7,20,5,2
4934,4935,8,30,1,10,12,15,5,2,15,25,3,5,20,10,1,10
5906,5907,3,10,3,2,12,10,5,2,7,15,3,10,7,20,1,10
4690,4691,8,20,1,2,5,10,3,10,15,10,3,5,7,30,1,10
6490,6491,8,10,5,2,12,15,1,2,15,15,1,5,15,20,1,5
3237,3238,15,10,1,10,8,20,5,5,7,10,5,5,15,20,5,10
4415,4416,8,30,1,5,12,10,5,5,7,25,3,2,7,30,1,10
625,626,15,30,5,10,8,20,5,10,15,10,5,5,7,30,1,2
3760,3761,3,10,1,2,5,15,3,2,7,15,1,2,15,20,1,2
388,389,15,20,5,10,8,20,1,10,7,15,5,2,20,10,3,5
752,753,15,10,5,2,12,15,3,10,7,10,1,5,15,10,5,2
4080,4081,3,30,5,10,8,20,3,5,20,25,5,10,20,20,5,2
6901,6902,8,20,5,10,5,15,5,10,7,15,3,5,20,10,1,10
3699,3700,3,30,1,5,5,15,3,10,7,10,3,5,20,10,5,5
5521,5522,15,20,3,5,12,20,5,2,20,25,5,10,7,10,3,10
4638,4639,15,30,3,10,12,10,3,5,20,10,5,2,15,30,1,10
4189,4190,3,10,1,5,12,15,5,5,15,15,5,2,7,30,1,2
3931,3932,15,20,3,2,5,10,5,10,20,10,1,10,20,30,5,5
7686,7687,3,30,5,5,5,20,5,10,20,10,3,10,15,10,1,2
3382,3383,15,10,3,5,5,15,3,5,20,10,3,2,7,30,5,5
6861,6862,8,30,3,5,12,20,1,5,7,10,5,10,7,30,1,5
695,696,3,10,5,5,12,20,1,2,15,15,5,5,15,20,1,10
5313,5314,3,10,3,5,5,15,1,10,7,15,1,10,20,30,1,5
6253,6254,3,30,3,2,8,20,3,5,7,15,3,10,20,20,5,2
4438,4439,3,10,5,2,8,20,3,10,20,15,1,2,15,30,5,2
2104,2105,3,20,3,5,12,10,1,5,20,25,1,10,7,10,5,10
2031,2032,8,10,3,2,5,20,5,2,15,10,5,2,7,10,5,10
2665,2666,15,20,1,5,12,15,3,2,7,15,3,5,15,30,1,5
191,192,15,20,5,10,8,10,3,2,15,10,5,5,15,20,5,2
4813,4814,8,10,1,10,12,10,1,5,20,25,5,10,15,30,1,5
6163,6164,15,20,5,5,8,15,1,5,20,10,1,2,20,10,5,10
575,576,15,10,5,2,5,10,3,10,20,15,3,10,15,30,5,5
4724,4725,15,20,1,10,5,10,5,5,7,25,3,2,15,20,5,5
5609,5610,8,10,1,2,12,15,1,5,7,10,3,5,20,10,1,10
6788,6789,8,10,5,10,12,10,1,10,15,25,1,2,7,30,1,5
2077,2078,15,10,1,5,12,10,3,5,7,10,3,5,7,10,3,5
5892,5893,8,10,1,2,12,10,5,5,7,15,5,5,7,30,1,5
3181,3182,8,20,3,5,8,15,1,10,20,25,3,5,15,10,1,2
2187,2188,3,20,1,10,12,10,1,5,15,15,1,10,15,10,5,10
3820,3821,3,30,1,2,5,20,5,2,7,25,3,10,7,10,1,10
5217,5218,15,20,5,10,8,15,3,5,15,15,3,2,20,10,5,10
3821,3822,15,30,5,5,8,10,1,10,20,25,3,2,15,20,1,10
6908,6909,8,20,1,2,12,10,3,2,7,10,1,10,20,10,5,2
396,397,3,30,3,10,8,15,5,2,7,15,3,10,20,10,3,10
841,842,15,20,1,10,8,10,3,2,7,25,1,10,7,10,5,5
6515,6516,15,30,3,2,5,15,5,2,20,25,3,5,20,10,3,2
4105,4106,3,20,5,10,8,20,1,2,15,15,3,5,7,30,1,5
933,934,8,30,3,10,12,10,3,10,15,15,5,5,20,30,3,10
519,520,8,20,1,2,8,10,1,2,20,10,5,5,7,30,1,5
1122,1123,15,10,1,5,12,20,3,5,7,10,1,2,15,30,1,2
3511,3512,8,30,1,5,8,10,3,2,15,15,1,10,15,20,3,2
364,365,8,20,1,5,12,15,1,5,20,15,5,10,15,30,5,2
5087,5088,3,30,1,2,8,10,1,2,7,25,1,10,20,20,5,5
7005,7006,8,30,5,5,12,10,1,2,15,25,1,10,7,30,1,10
1476,1477,15,30,5,2,5,10,3,10,20,25,3,5,20,30,3,2
462,463,8,10,1,2,5,20,5,2,7,15,5,5,15,10,5,10
5189,5190,15,20,5,10,12,15,3,10,15,15,5,2,15,20,5,10
7403,7404,15,20,5,2,5,15,1,10,20,10,5,5,15,30,5,5
3910,3911,8,10,1,10,5,20,1,2,7,10,1,5,20,30,5,10
4570,4571,8,20,3,5,12,20,5,5,15,10,1,2,15,30,3,10
4455,4456,3,20,5,10,5,15,1,10,15,15,3,2,15,20,3,5
2679,2680,8,30,3,10,8,15,3,5,15,10,1,2,15,30,3,10
7417,7418,15,30,1,2,8,15,1,10,20,25,3,10,20,10,5,5
6091,6092,15,20,3,2,5,15,3,5,20,15,5,5,7,30,1,5
6875,6876,8,30,5,5,12,10,3,5,7,10,5,2,20,10,3,5
4621,4622,15,30,1,2,12,20,3,10,15,25,5,5,7,10,3,5
1978,1979,15,10,5,5,12,10,1,10,7,10,5,2,20,20,1,10
7568,7569,8,20,3,10,5,20,5,10,7,15,3,10,20,30,3,2
7527,7528,8,10,5,10,5,20,1,5,15,10,5,10,20,30,1,2
2889,2890,15,30,3,2,5,20,3,5,20,10,1,5,15,10,1,10
520,521,3,20,3,2,12,20,5,5,7,25,5,10,15,20,3,2
3650,3651,3,20,1,10,12,10,3,5,7,15,5,2,15,20,3,5
7266,7267,8,30,5,10,5,15,3,10,15,10,1,5,15,30,3,10
3473,3474,15,10,3,10,5,20,3,5,7,25,5,2,15,20,1,10
5716,5717,3,20,3,5,5,10,5,5,20,10,5,5,7,30,1,2
3834,3835,3,20,1,5,8,15,1,10,7,25,5,5,20,20,1,5
2965,2966,15,10,5,5,12,10,1,5,7,25,3,10,15,10,5,5
157,158,15,30,5,5,12,10,1,5,20,25,3,2,20,10,1,10
6767,6768,3,10,1,5,12,20,5,2,20,15,3,10,20,20,5,5
650,651,3,20,3,5,12,15,1,2,20,15,3,10,7,10,1,5
1552,1553,3,20,3,5,12,20,5,2,15,10,3,10,7,20,1,2
952,953,3,10,5,5,12,15,5,5,7,15,3,2,15,20,3,5
3765,3766,15,20,1,10,5,15,3,2,7,25,3,10,20,10,1,5
2081,2082,8,20,5,10,8,15,5,2,7,25,5,10,20,30,3,2
4819,4820,8,30,1,5,12,20,3,2,15,15,1,5,20,20,3,2
2436,2437,8,10,1,10,8,10,3,10,20,10,5,5,15,10,5,10
6470,6471,3,20,1,2,5,15,3,2,7,10,1,10,7,30,3,5
4185,4186,8,10,3,2,5,20,1,10,7,10,5,10,15,20,1,2
5243,5244,15,30,5,2,12,10,1,2,20,10,1,5,15,10,3,10
5715,5716,3,10,1,10,12,10,5,10,20,10,5,2,20,20,1,5
3748,3749,8,20,5,5,12,10,1,5,20,15,5,10,7,30,5,10
5844,5845,15,30,3,2,12,10,5,5,15,15,1,10,7,20,3,5
5138,5139,15,10,1,10,8,10,5,5,20,25,3,2,20,30,5,2
5804,5805,8,30,1,2,8,15,1,10,15,15,3,2,7,10,3,2
766,767,8,10,1,10,12,10,3,10,20,10,1,5,7,20,5,5
2326,2327,15,30,3,2,5,20,3,5,20,10,3,2,20,10,5,2
6819,6820,15,30,3,10,12,10,1,5,7,15,1,10,7,10,3,2
3677,3678,3,30,1,10,12,20,3,10,7,10,3,2,20,20,3,5
470,471,8,20,3,5,12,15,5,10,20,10,5,2,15,20,1,10
6164,6165,15,10,5,5,12,10,1,5,7,25,5,2,15,10,1,10
6168,6169,8,30,1,5,5,10,5,5,15,10,1,10,15,10,5,10
3349,3350,8,10,1,5,5,15,5,2,15,15,1,5,15,30,5,5
2783,2784,15,10,1,10,5,15,3,10,20,15,1,2,15,10,1,2
4465,4466,3,20,5,5,5,10,3,5,20,25,3,10,15,10,3,10
4648,4649,15,10,3,5,12,20,3,10,20,15,3,5,7,20,1,10
6414,6415,3,10,3,10,12,15,5,5,15,25,1,5,20,20,5,5
4376,4377,8,30,1,10,5,10,1,10,15,15,3,5,15,30,3,2
6349,6350,15,10,1,2,12,10,3,5,7,10,5,10,20,20,3,10
1621,1622,15,10,5,5,8,10,3,10,20,15,1,2,15,20,5,5
2644,2645,8,30,5,10,5,15,3,2,15,15,1,5,7,10,1,5
6911,6912,3,20,5,2,5,20,3,2,15,25,3,2,20,30,3,10
5477,5478,8,20,3,2,5,10,3,2,7,10,3,2,20,10,3,10
6267,6268,15,10,3,5,12,20,5,10,7,10,3,5,7,10,3,2
3971,3972,15,30,1,10,12,15,5,5,15,10,3,2,15,20,1,5
3482,3483,15,30,1,2,8,15,1,10,7,25,1,5,7,10,1,10
2455,2456,3,20,5,2,8,10,5,10,7,15,1,2,20,10,3,10
3958,3959,15,20,3,5,12,20,1,10,20,10,5,2,15,20,1,5
6524,6525,8,20,3,5,8,10,1,2,20,10,5,2,20,10,1,5
3541,3542,8,10,3,2,5,10,3,10,7,25,1,2,7,20,3,10
114,115,3,30,1,10,5,15,5,2,20,25,1,5,20,10,5,2
3345,3346,3,20,5,2,12,15,1,5,15,10,3,5,15,20,5,5
7116,7117,15,10,1,5,8,20,3,5,7,10,1,10,7,30,1,5
7123,7124,8,20,5,10,8,10,5,10,7,25,5,2,20,20,5,10
6059,6060,15,10,3,2,12,15,3,2,20,10,3,10,7,30,5,2
3182,3183,15,10,5,10,12,15,5,2,20,10,5,10,20,20,3,10
1992,1993,8,20,1,10,5,20,1,5,7,15,1,2,15,30,1,5
2389,2390,3,20,5,10,8,15,3,5,7,15,3,5,15,20,1,5
309,310,15,10,1,5,8,10,5,10,7,15,5,10,15,20,1,5
7129,7130,15,10,3,2,12,20,1,5,20,10,3,5,15,30,5,10
7308,7309,15,10,3,10,5,15,3,5,15,15,5,5,7,30,3,2
5309,5310,15,10,5,10,5,15,1,10,7,10,1,5,15,30,3,10
570,571,3,30,3,2,12,10,1,5,20,10,1,5,7,30,5,5
3601,3602,15,30,1,2,12,20,5,5,15,10,1,2,15,10,1,10
7454,7455,8,30,3,2,8,15,5,2,7,25,5,5,7,30,5,2
5566,5567,8,10,3,10,5,15,5,10,20,10,5,2,15,10,5,5
6284,6285,15,30,1,10,8,20,1,2,7,15,1,2,20,20,5,5
4785,4786,3,10,5,2,12,10,1,2,20,25,3,10,7,10,5,10
7032,7033,3,20,3,2,5,15,3,5,7,25,5,2,20,30,3,10
7511,7512,15,10,5,5,12,15,3,10,20,10,5,10,15,20,1,10
158,159,15,10,1,10,5,10,5,5,20,10,3,10,15,20,3,5
1711,1712,3,20,5,10,5,10,5,5,15,25,1,10,7,10,1,10
3911,3912,8,30,5,10,12,20,1,2,15,15,5,10,7,30,1,5
3912,3913,3,10,1,2,8,15,1,2,15,10,5,2,20,10,1,2
680,681,15,20,1,5,8,20,1,5,20,15,1,5,20,10,5,10
6729,6730,8,10,3,5,8,15,1,5,7,15,5,2,15,10,3,10
5981,5982,8,30,1,2,5,10,3,2,20,25,3,2,20,10,3,2
7305,7306,15,30,1,2,8,10,5,2,7,25,3,2,15,30,1,2
3235,3236,15,30,5,10,12,15,1,10,20,25,5,2,15,30,1,2
4437,4438,15,20,1,2,8,20,1,2,20,15,5,2,7,30,5,5
4128,4129,8,30,3,5,5,15,3,5,20,10,3,10,20,10,3,10
5755,5756,15,30,5,5,5,10,1,5,15,25,1,5,15,30,1,5
639,640,8,20,1,10,5,15,1,10,20,15,1,5,15,30,3,10
6897,6898,8,10,3,2,5,15,1,5,20,15,3,5,20,20,5,5
3461,3462,15,20,1,2,5,10,1,5,20,25,5,2,15,10,1,10
2281,2282,8,20,3,10,12,10,3,2,15,10,1,2,15,20,5,2
3219,3220,3,10,3,10,5,10,3,2,7,25,3,10,20,10,5,10
1753,1754,8,30,5,5,8,10,3,2,7,15,1,10,7,20,5,10
6375,6376,15,30,3,10,12,10,3,5,15,10,1,10,15,30,1,5
3764,3765,8,30,1,10,12,10,3,5,20,25,5,5,15,20,5,10
7186,7187,8,30,1,2,8,15,3,10,15,15,1,2,7,30,3,2
7044,7045,15,20,5,5,8,10,5,2,15,15,3,2,7,30,1,2
6645,6646,8,30,3,5,12,10,1,2,20,10,3,5,20,10,5,10
4689,4690,15,30,1,10,5,20,3,10,15,10,3,5,15,10,3,2
3510,3511,15,30,3,5,5,20,3,10,20,25,1,10,7,30,3,2
775,776,3,20,3,10,5,15,5,2,15,15,3,2,20,10,1,10
6928,6929,8,10,1,5,8,10,1,10,7,15,5,10,20,20,1,2
3391,3392,3,20,3,10,5,20,1,2,15,10,1,2,15,30,3,10
457,458,8,10,3,2,5,20,5,5,15,25,1,10,15,10,5,5
6646,6647,15,10,1,2,5,10,3,5,15,25,5,2,7,10,3,10
1092,1093,8,20,3,2,12,15,5,5,15,10,3,2,7,10,3,5
4886,4887,8,10,5,5,5,10,5,2,20,25,5,10,7,20,5,10
4329,4330,3,20,1,2,12,15,3,2,7,15,3,10,7,10,5,2
4051,4052,8,20,1,5,12,15,3,5,15,25,5,2,20,30,1,2
3476,3477,3,10,3,10,12,10,1,10,15,10,1,5,7,30,3,2
3162,3163,3,30,3,10,12,20,5,5,20,25,1,2,15,30,1,10
6811,6812,8,20,3,5,5,20,5,2,7,15,1,10,7,10,3,2
1883,1884,15,10,1,5,5,10,5,2,20,15,5,5,15,10,3,5
80,81,15,20,3,10,5,10,5,5,15,15,3,5,7,10,5,10
3774,3775,15,10,1,10,12,10,3,10,20,10,5,10,7,20,5,10
2227,2228,15,10,5,5,5,15,3,10,15,15,5,2,7,20,1,2
4541,4542,8,10,1,5,8,15,5,5,15,25,3,10,7,10,1,2
169,170,15,20,1,5,12,15,3,5,15,15,5,2,20,10,5,5
7239,7240,8,10,5,10,5,10,3,10,20,15,3,10,20,30,1,10
5444,5445,3,10,5,2,5,15,3,2,15,15,3,5,15,10,5,2
6614,6615,15,10,3,5,8,10,5,10,20,10,3,10,15,10,3,5
7097,7098,15,20,5,10,12,15,5,5,7,15,5,5,15,20,1,2
1147,1148,3,20,1,5,5,20,5,2,15,15,1,10,20,10,5,2
1897,1898,8,10,5,2,5,10,3,5,15,15,3,5,20,30,3,10
4347,4348,15,10,1,5,5,20,5,10,20,25,5,5,7,30,1,5
7683,7684,8,10,3,10,12,20,3,2,20,10,1,5,7,10,3,2
4769,4770,15,30,5,2,5,10,3,5,15,25,1,5,7,30,1,2
2622,2623,8,30,3,2,12,10,1,2,20,25,3,2,20,20,5,10
7430,7431,3,20,1,5,12,10,1,10,20,25,5,5,15,20,3,10
